"cooperativa";"estado"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Produtor";"Rio G. do Sul"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"São Paulo"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Paraná"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Escola";"Rio G. do Sul"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"São Paulo"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Paraná"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
"Outros";"Rio G. do Sul"
